,order_book_id,underlying_symbol,market_tplus,symbol,margin_rate,maturity_date,type,trading_code,exchange,product,contract_multiplier,round_lot,trading_hours,listed_date,industry_name,de_listed_date,underlying_order_book_id,start_delivery_date,end_delivery_date
718,AU1312,AU,0.0,黄金1312,0.07,2013-12-16,Future,au1312,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2012-12-18,贵金属,2013-12-16,null,2013-12-17,2013-12-23
719,AU1401,AU,0.0,黄金1401,0.07,2014-01-15,Future,au1401,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-01-16,贵金属,2014-01-15,null,2014-01-16,2014-01-22
720,AU1402,AU,0.0,黄金1402,0.07,2014-02-17,Future,au1402,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-02-19,贵金属,2014-02-17,null,2014-02-18,2014-02-24
721,AU1403,AU,0.0,黄金1403,0.07,2014-03-17,Future,au1403,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-03-18,贵金属,2014-03-17,null,2014-03-18,2014-03-24
722,AU1404,AU,0.0,黄金1404,0.07,2014-04-15,Future,au1404,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-04-16,贵金属,2014-04-15,null,2014-04-16,2014-04-22
723,AU1405,AU,0.0,黄金1405,0.07,2014-05-15,Future,au1405,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-05-16,贵金属,2014-05-15,null,2014-05-16,2014-05-22
724,AU1406,AU,0.0,黄金1406,0.07,2014-06-16,Future,au1406,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-06-18,贵金属,2014-06-16,null,2014-06-17,2014-06-23
725,AU1407,AU,0.0,黄金1407,0.04,2014-07-15,Future,au1407,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-07-16,贵金属,2014-07-15,null,2014-07-16,2014-07-22
726,AU1408,AU,0.0,黄金1408,0.04,2014-08-15,Future,au1408,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-08-16,贵金属,2014-08-15,null,2014-08-18,2014-08-22
727,AU1409,AU,0.0,黄金1409,0.04,2014-09-15,Future,au1409,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-06-17,贵金属,2014-09-15,null,2014-09-16,2014-09-22
728,AU1410,AU,0.0,黄金1410,0.04,2014-10-15,Future,au1410,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-16,贵金属,2014-10-15,null,2014-10-16,2014-10-22
729,AU1411,AU,0.0,黄金1411,0.04,2014-11-17,Future,au1411,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-08-18,贵金属,2014-11-17,null,2014-11-18,2014-11-24
730,AU1412,AU,0.0,黄金1412,0.04,2014-12-15,Future,au1412,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2013-12-17,贵金属,2014-12-15,null,2014-12-16,2014-12-22
731,AU1501,AU,0.0,黄金1501,0.04,2015-01-15,Future,au1501,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-10-16,贵金属,2015-01-15,null,2015-01-16,2015-01-22
732,AU1502,AU,0.0,黄金1502,0.04,2015-02-10,Future,au1502,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-02-18,贵金属,2015-02-10,null,2015-02-11,2015-02-17
733,AU1503,AU,0.0,黄金1503,0.04,2015-03-16,Future,au1503,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-16,贵金属,2015-03-16,null,2015-03-17,2015-03-23
734,AU1504,AU,0.0,黄金1504,0.04,2015-04-15,Future,au1504,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-04-16,贵金属,2015-04-15,null,2015-04-16,2015-04-22
735,AU1505,AU,0.0,黄金1505,0.04,2015-05-15,Future,au1505,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-02-16,贵金属,2015-05-15,null,2015-05-18,2015-05-22
736,AU1506,AU,0.0,黄金1506,0.04,2015-06-15,Future,au1506,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-07-16,贵金属,2015-06-15,null,2015-06-16,2015-06-23
737,AU1507,AU,0.0,黄金1507,0.04,2015-07-15,Future,au1507,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-04-16,贵金属,2015-07-15,null,2015-07-16,2015-07-22
738,AU1508,AU,0.0,黄金1508,0.04,2015-08-17,Future,au1508,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,贵金属,2015-08-17,null,2015-08-18,2015-08-24
739,AU1509,AU,0.0,黄金1509,0.04,2015-09-15,Future,au1509,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-06-16,贵金属,2015-09-15,null,2015-09-16,2015-09-22
740,AU1510,AU,0.0,黄金1510,0.04,2015-10-15,Future,au1510,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-18,贵金属,2015-10-15,null,2015-10-16,2015-10-22
741,AU1511,AU,0.0,黄金1511,0.04,2015-11-16,Future,au1511,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-08-18,贵金属,2015-11-16,null,2015-11-17,2015-11-23
742,AU1512,AU,0.0,黄金1512,0.04,2015-12-15,Future,au1512,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-01-16,贵金属,2015-12-15,null,2015-12-16,2015-12-22
743,AU1601,AU,0.0,黄金1601,0.04,2016-01-15,Future,au1601,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-10-16,贵金属,2016-01-15,null,2016-01-18,2016-01-22
744,AU1602,AU,0.0,黄金1602,0.04,2016-02-15,Future,au1602,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-03-17,贵金属,2016-02-15,null,2016-02-16,2016-02-22
745,AU1603,AU,0.0,黄金1603,0.04,2016-03-15,Future,au1603,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-12-16,贵金属,2016-03-15,null,2016-03-16,2016-03-22
746,AU1604,AU,0.0,黄金1604,0.04,2016-04-15,Future,au1604,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-04-16,贵金属,2016-04-15,null,2016-04-18,2016-04-22
747,AU1605,AU,0.0,黄金1605,0.04,2016-05-16,Future,au1605,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-02-16,贵金属,2016-05-16,null,2016-05-17,2016-05-23
748,AU1606,AU,0.0,黄金1606,0.04,2016-06-15,Future,au1606,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-05-18,贵金属,2016-06-15,null,2016-06-16,2016-06-22
749,AU1607,AU,0.0,黄金1607,0.04,2016-07-15,Future,au1607,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-04-18,贵金属,2016-07-15,null,2016-07-18,2016-07-22
750,AU1608,AU,0.0,黄金1608,0.04,2016-08-15,Future,au1608,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-07-16,贵金属,2016-08-15,null,2016-08-16,2016-08-22
751,AU1609,AU,0.0,黄金1609,0.04,2016-09-19,Future,au1609,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-06-16,贵金属,2016-09-19,null,2016-09-20,2016-09-26
752,AU1610,AU,0.0,黄金1610,0.04,2016-10-17,Future,au1610,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-09-16,贵金属,2016-10-17,null,2016-10-18,2016-10-24
753,AU1611,AU,0.0,黄金1611,0.04,2016-11-15,Future,au1611,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-08-16,贵金属,2016-11-15,null,2016-11-16,2016-11-22
754,AU1612,AU,0.0,黄金1612,0.04,2016-12-15,Future,au1612,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2015-11-17,贵金属,2016-12-15,null,2016-12-16,2016-12-22
755,AU1701,AU,0.0,黄金1701,0.04,2017-01-16,Future,au1701,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-10-18,贵金属,2017-01-16,null,2017-01-17,2017-01-23
756,AU1702,AU,0.0,黄金1702,0.04,2017-02-15,Future,au1702,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-01-18,贵金属,2017-02-15,null,2017-02-16,2017-02-22
757,AU1703,AU,0.0,黄金1703,0.04,2017-03-15,Future,au1703,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-12-16,贵金属,2017-03-15,null,2017-03-16,2017-03-22
758,AU1704,AU,0.0,黄金1704,0.2,2017-04-17,Future,au1704,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-03-16,贵金属,2017-04-17,null,2017-04-18,2017-04-24
759,AU1705,AU,0.0,黄金1705,0.2,2017-05-15,Future,au1705,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-02-16,贵金属,2017-05-15,null,2017-05-16,2017-05-22
760,AU1706,AU,0.0,黄金1706,0.2,2017-06-15,Future,au1706,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-05-17,贵金属,2017-06-15,null,2017-06-16,2017-06-22
761,AU1707,AU,0.0,黄金1707,0.2,2017-07-17,Future,au1707,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-04-18,贵金属,2017-07-17,null,2017-07-18,2017-07-24
762,AU1708,AU,0.0,黄金1708,0.2,2017-08-15,Future,au1708,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-07-18,贵金属,2017-08-15,null,2017-08-16,2017-08-22
763,AU1709,AU,0.0,黄金1709,0.2,2017-09-15,Future,au1709,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-06-16,贵金属,2017-09-15,,2017-09-18,2017-09-22
764,AU1710,AU,0.0,黄金1710,0.2,2017-10-16,Future,au1710,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-09-20,贵金属,2017-10-16,null,2017-10-17,2017-10-23
765,AU1711,AU,0.0,黄金1711,0.2,2017-11-15,Future,au1711,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-08-16,贵金属,2017-11-15,,2017-11-16,2017-11-22
766,AU1712,AU,0.0,黄金1712,0.2,2017-12-15,Future,au1712,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2016-11-16,贵金属,2017-12-15,null,2017-12-18,2017-12-22
767,AU1801,AU,0.0,黄金1801,0.2,2018-01-15,Future,au1801,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-10-17,贵金属,2018-01-15,,2018-01-16,2018-01-22
768,AU1802,AU,0.0,黄金1802,0.2,2018-02-09,Future,au1802,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-01-17,贵金属,2018-02-09,null,2018-02-12,2018-02-23
769,AU1803,AU,0.0,黄金1803,0.2,2018-03-15,Future,au1803,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-12-18,贵金属,2018-03-15,,2018-03-16,2018-03-22
770,AU1804,AU,0.0,黄金1804,0.2,2018-04-16,Future,au1804,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-03-16,贵金属,2018-04-16,null,2018-04-17,2018-04-23
771,AU1805,AU,0.0,黄金1805,0.2,2018-05-15,Future,au1805,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-02-12,贵金属,2018-05-15,,2018-05-16,2018-05-22
772,AU1806,AU,0.0,黄金1806,0.2,2018-06-15,Future,au1806,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-05-16,贵金属,2018-06-15,,2018-06-19,2018-06-25
773,AU1807,AU,0.0,黄金1807,0.2,2018-07-16,Future,au1807,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-04-17,贵金属,2018-07-16,,2018-07-17,2018-07-23
774,AU1808,AU,0.0,黄金1808,0.2,2018-08-15,Future,au1808,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-07-18,贵金属,2018-08-15,,2018-08-16,2018-08-22
775,AU1809,AU,0.0,黄金1809,0.2,2018-09-17,Future,au1809,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-06-19,贵金属,2018-09-17,,2018-09-18,2018-09-25
776,AU1810,AU,0.0,黄金1810,0.2,2018-10-15,Future,au1810,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-09-18,贵金属,2018-10-15,,2018-10-16,2018-10-22
777,AU1811,AU,0.0,黄金1811,0.2,2018-11-15,Future,au1811,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-08-16,贵金属,2018-11-15,,2018-11-16,2018-11-22
778,AU1812,AU,0.0,黄金1812,0.2,2018-12-17,Future,au1812,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-11-16,贵金属,2018-12-17,,2018-12-18,2018-12-24
779,AU1901,AU,0.0,黄金1901,0.2,2019-01-15,Future,au1901,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-10-16,贵金属,2019-01-15,,2019-01-16,2019-01-22
780,AU1902,AU,0.0,黄金1902,0.2,2019-02-15,Future,au1902,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-01-16,贵金属,2019-02-15,,2019-02-18,2019-02-22
781,AU1903,AU,0.0,黄金1903,0.2,2019-03-15,Future,au1903,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-12-18,贵金属,2019-03-15,,2019-03-18,2019-03-22
782,AU1904,AU,0.0,黄金1904,0.2,2019-04-15,Future,au1904,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-03-16,贵金属,2019-04-15,,2019-04-16,2019-04-22
783,AU1905,AU,0.0,黄金1905,0.2,2019-05-15,Future,au1905,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-02-18,贵金属,2019-05-15,,2019-05-16,2019-05-22
784,AU1906,AU,0.0,黄金1906,0.2,2019-06-17,Future,au1906,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-05-16,贵金属,2019-06-17,,2019-06-18,2019-06-24
785,AU1907,AU,0.0,黄金1907,0.2,2019-07-15,Future,au1907,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-04-16,贵金属,2019-07-15,,2019-07-16,2019-07-22
786,AU1908,AU,0.0,黄金1908,0.2,2019-08-15,Future,au1908,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-07-17,贵金属,2019-08-15,,2019-08-16,2019-08-22
787,AU1909,AU,0.0,黄金1909,0.2,2019-09-16,Future,au1909,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-06-18,贵金属,2019-09-16,,2019-09-17,2019-09-23
788,AU1910,AU,0.0,黄金1910,0.2,2019-10-15,Future,au1910,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-09-18,贵金属,2019-10-15,,2019-10-16,2019-10-22
789,AU1911,AU,0.0,黄金1911,0.2,2019-11-15,Future,au1911,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-08-16,贵金属,2019-11-15,,2019-11-18,2019-11-22
790,AU1912,AU,0.0,黄金1912,0.2,2019-12-16,Future,au1912,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-11-16,贵金属,2019-12-16,,2019-12-17,2019-12-23
791,AU2001,AU,0.0,黄金2001,0.2,2020-01-15,Future,au2001,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-10-16,贵金属,2020-01-15,,2020-01-16,2020-01-22
792,AU2002,AU,0.0,黄金2002,0.2,2020-02-17,Future,au2002,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-01-16,贵金属,2020-02-17,null,2020-02-18,2020-02-24
793,AU2003,AU,0.0,黄金2003,0.2,2020-03-16,Future,au2003,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-12-17,贵金属,2020-03-16,null,2020-03-17,2020-03-23
794,AU2004,AU,0.0,黄金2004,0.2,2020-04-15,Future,au2004,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-03-18,贵金属,2020-04-15,null,2020-04-16,2020-04-22
795,AU2005,AU,0.0,黄金2005,0.2,2020-05-15,Future,au2005,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-02-18,贵金属,2020-05-15,null,2020-05-18,2020-05-22
796,AU2006,AU,0.0,黄金2006,0.2,2020-06-15,Future,au2006,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-05-16,贵金属,2020-06-15,null,2020-06-16,2020-06-22
797,AU2007,AU,0.0,黄金2007,0.2,2020-07-15,Future,au2007,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-04-16,贵金属,2020-07-15,null,2020-07-16,2020-07-22
798,AU2008,AU,0.0,黄金2008,0.2,2020-08-17,Future,au2008,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-07-16,贵金属,2020-08-17,null,2020-08-18,2020-08-24
799,AU2009,AU,0.0,黄金2009,0.2,2020-09-15,Future,au2009,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-06-16,贵金属,2020-09-15,null,2020-09-16,2020-09-16
800,AU2010,AU,0.0,黄金2010,0.2,2020-10-15,Future,au2010,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-09-17,贵金属,2020-10-15,null,2020-10-16,2020-10-16
801,AU2011,AU,0.0,黄金2011,0.2,2020-11-16,Future,au2011,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-08-18,贵金属,2020-11-16,null,2020-11-17,2020-11-17
802,AU2012,AU,0.0,黄金2012,0.2,2020-12-15,Future,au2012,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-11-18,贵金属,2020-12-15,null,2020-12-16,2020-12-16
803,AU2101,AU,0.0,黄金2101,0.2,2021-01-15,Future,au2101,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-10-16,贵金属,2021-01-15,null,2021-01-18,2021-01-18
804,AU2102,AU,0.0,黄金2102,0.2,2021-02-05,Future,au2102,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-01-16,贵金属,2021-02-05,null,2021-02-08,2021-02-08
805,AU2103,AU,0.0,黄金2103,0.2,2021-03-15,Future,au2103,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-12-16,贵金属,2021-03-15,null,2021-03-16,2021-03-16
806,AU2104,AU,0.0,黄金2104,0.2,2021-04-15,Future,au2104,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-03-17,贵金属,2021-04-15,null,2021-04-16,2021-04-16
807,AU2105,AU,0.0,黄金2105,0.2,2021-05-17,Future,au2105,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-02-08,贵金属,2021-05-17,null,2021-05-18,2021-05-18
808,AU2106,AU,0.0,黄金2106,0.2,2021-06-15,Future,au2106,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-05-18,贵金属,2021-06-15,,2021-06-16,2021-06-16
809,AU2107,AU,0.0,黄金2107,0.2,2021-07-15,Future,au2107,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-04-16,贵金属,2021-07-15,,2021-07-16,2021-07-16
810,AU2108,AU,0.0,黄金2108,0.2,2021-08-16,Future,au2108,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-07-16,贵金属,2021-08-16,,2021-08-17,2021-08-17
811,AU2109,AU,0.0,黄金2109,0.2,2021-09-15,Future,au2109,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-06-16,贵金属,2021-09-15,,2021-09-16,2021-09-16
812,AU2110,AU,0.0,黄金2110,0.2,2021-10-15,Future,au2110,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-09-16,贵金属,2021-10-15,,2021-10-18,2021-10-18
813,AU2111,AU,0.0,黄金2111,0.2,2021-11-15,Future,au2111,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-08-17,贵金属,2021-11-15,,2021-11-16,2021-11-16
814,AU2112,AU,0.0,黄金2112,0.2,2021-12-15,Future,au2112,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-11-17,贵金属,2021-12-15,,2021-12-16,2021-12-16
815,AU2201,AU,0.0,黄金2201,0.2,2022-01-17,Future,au2201,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-10-18,贵金属,2022-01-17,,2022-01-18,2022-01-18
816,AU2202,AU,0.0,黄金2202,0.2,2022-02-15,Future,au2202,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-01-18,贵金属,2022-02-15,,2022-02-16,2022-02-16
817,AU2203,AU,0.0,黄金2203,0.2,2022-03-15,Future,au2203,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-12-16,贵金属,2022-03-15,,2022-03-16,2022-03-16
818,AU2204,AU,0.0,黄金2204,0.2,2022-04-15,Future,au2204,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-03-16,贵金属,2022-04-15,,2022-04-18,2022-04-18
819,AU2205,AU,0.0,黄金2205,0.2,2022-05-16,Future,au2205,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-02-16,贵金属,2022-05-16,,2022-05-17,2022-05-17
820,AU2206,AU,0.0,黄金2206,0.2,2022-06-15,Future,au2206,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-05-18,贵金属,2022-06-15,,2022-06-16,2022-06-16
821,AU2207,AU,0.0,黄金2207,0.2,2022-07-15,Future,au2207,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-04-18,贵金属,2022-07-15,,2022-07-18,2022-07-18
822,AU2208,AU,0.0,黄金2208,0.2,2022-08-15,Future,au2208,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-07-16,贵金属,2022-08-15,,2022-08-16,2022-08-16
823,AU2209,AU,0.0,黄金2209,0.2,2022-09-15,Future,au2209,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-06-16,贵金属,2022-09-15,,2022-09-16,2022-09-16
824,AU2210,AU,0.0,黄金2210,0.2,2022-10-17,Future,au2210,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-09-16,贵金属,2022-10-17,,2022-10-18,2022-10-18
825,AU2211,AU,0.0,黄金2211,0.2,2022-11-15,Future,au2211,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-08-16,贵金属,2022-11-15,,2022-11-16,2022-11-16
826,AU2212,AU,0.0,黄金2212,0.2,2022-12-15,Future,au2212,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-11-16,贵金属,2022-12-15,,2022-12-16,2022-12-16
827,AU2301,AU,0.0,黄金2301,0.2,2023-01-16,Future,au2301,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-10-18,贵金属,2023-01-16,,2023-01-17,2023-01-17
828,AU2302,AU,0.0,黄金2302,0.2,2023-02-15,Future,au2302,SHFE,Commodity,1000.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-01-18,贵金属,2023-02-15,,2023-02-16,2023-02-16
